PaymentMethod_Electronic_check,tenure_group_61_72,Dependents_Yes,TechSupport_Yes,InternetService_No,MonthlyCharges,StreamingTV_No_internet_service,StreamingMovies_No_internet_service,Contract_One_year,PaperlessBilling_Yes,OnlineBackup_No_internet_service,DeviceProtection_No_internet_service,TotalCharges,InternetService_Fiber_optic,OnlineSecurity_No_internet_service,OnlineSecurity_Yes,Contract_Two_year,TechSupport_No_internet_service
0.0,0.0,0.0,0.0,1.0,19.65,1.0,1.0,0.0,0.0,1.0,1.0,358.15,0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,93.8,0.0,0.0,1.0,1.0,0.0,0.0,2939.8,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,89.25,0.0,0.0,0.0,1.0,0.0,0.0,4652.4,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,94.15,0.0,0.0,1.0,1.0,0.0,0.0,4408.45,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,55.6,0.0,0.0,0.0,1.0,0.0,0.0,580.8,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,48.7,0.0,0.0,0.0,1.0,0.0,0.0,2495.2,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,19.25,1.0,1.0,0.0,1.0,1.0,1.0,180.3,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,104.9,0.0,0.0,0.0,1.0,0.0,0.0,5913.95,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,75.45,0.0,0.0,0.0,1.0,0.0,0.0,158.4,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,54.85,0.0,0.0,0.0,0.0,0.0,0.0,104.2,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,19.9,1.0,1.0,0.0,0.0,1.0,1.0,1389.35,0.0,1.0,0.0,1.0,1.0
0.0,0.0,1.0,0.0,1.0,19.4,1.0,1.0,0.0,1.0,1.0,1.0,19.4,0.0,1.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,1.0,25.05,1.0,1.0,0.0,0.0,1.0,1.0,1629.2,0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,0.0,84.45,0.0,0.0,0.0,0.0,0.0,0.0,6033.1,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,19.3,1.0,1.0,0.0,0.0,1.0,1.0,44.4,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,95.1,0.0,0.0,0.0,1.0,0.0,0.0,95.1,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,79.85,0.0,0.0,1.0,1.0,0.0,0.0,3320.75,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,25.55,1.0,1.0,0.0,0.0,1.0,1.0,1867.7,0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,75.5,0.0,0.0,0.0,1.0,0.0,0.0,438.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,73.75,0.0,0.0,0.0,1.0,0.0,0.0,325.45,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,96.05,0.0,0.0,0.0,1.0,0.0,0.0,1148.1,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,68.4,0.0,0.0,1.0,1.0,0.0,0.0,3972.25,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,20.65,1.0,1.0,0.0,0.0,1.0,1.0,155.9,0.0,1.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,55.15,0.0,0.0,0.0,1.0,0.0,0.0,3673.15,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,70.6,0.0,0.0,0.0,1.0,0.0,0.0,70.6,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,19.95,1.0,1.0,1.0,0.0,1.0,1.0,1126.75,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,19.0,1.0,1.0,0.0,0.0,1.0,1.0,73.45,0.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,44.1,0.0,0.0,1.0,1.0,0.0,0.0,2413.05,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,107.6,0.0,0.0,0.0,1.0,0.0,0.0,6912.7,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,61.55,0.0,0.0,1.0,0.0,0.0,0.0,1581.95,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,90.7,0.0,0.0,0.0,0.0,0.0,0.0,5586.45,1.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,99.25,0.0,0.0,1.0,0.0,0.0,0.0,5846.65,1.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,91.7,0.0,0.0,0.0,1.0,0.0,0.0,6424.7,0.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,0.0,0.0,100.7,0.0,0.0,1.0,1.0,0.0,0.0,6018.65,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,78.45,0.0,0.0,0.0,1.0,0.0,0.0,3373.4,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,84.3,0.0,0.0,0.0,0.0,0.0,0.0,1537.9,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,19.55,1.0,1.0,0.0,1.0,1.0,1.0,1080.55,0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,88.95,0.0,0.0,0.0,1.0,0.0,0.0,355.2,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,20.45,1.0,1.0,0.0,0.0,1.0,1.0,82.85,0.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,55.6,0.0,0.0,1.0,0.0,0.0,0.0,2016.45,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,86.8,0.0,0.0,0.0,1.0,0.0,0.0,5327.25,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,20.95,1.0,1.0,1.0,0.0,1.0,1.0,683.25,0.0,1.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,1.0,20.05,1.0,1.0,0.0,1.0,1.0,1.0,1263.05,0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,50.7,0.0,0.0,0.0,0.0,0.0,0.0,151.3,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,113.65,0.0,0.0,0.0,1.0,0.0,0.0,7714.65,1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,53.4,0.0,0.0,0.0,0.0,0.0,0.0,188.7,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,101.9,0.0,0.0,0.0,1.0,0.0,0.0,5549.4,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,59.5,0.0,0.0,0.0,0.0,0.0,0.0,130.5,0.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,87.8,0.0,0.0,0.0,1.0,0.0,0.0,2621.75,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,41.9,0.0,0.0,0.0,0.0,0.0,0.0,1875.25,0.0,0.0,1.0,1.0,0.0
1.0,1.0,1.0,0.0,0.0,83.0,0.0,0.0,1.0,1.0,0.0,0.0,5685.8,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,69.85,0.0,0.0,0.0,1.0,0.0,0.0,837.5,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,56.3,0.0,0.0,0.0,0.0,0.0,0.0,401.5,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,109.55,0.0,0.0,0.0,0.0,0.0,0.0,6118.95,1.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,92.15,0.0,0.0,0.0,1.0,0.0,0.0,6480.9,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,69.5,0.0,0.0,0.0,1.0,0.0,0.0,1800.05,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,97.0,0.0,0.0,0.0,1.0,0.0,0.0,7104.2,1.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,1.0,0.0,58.35,0.0,0.0,0.0,1.0,0.0,0.0,4214.25,0.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,50.6,0.0,0.0,0.0,0.0,0.0,0.0,50.6,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,89.5,0.0,0.0,0.0,1.0,0.0,0.0,863.1,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,70.4,0.0,0.0,1.0,1.0,0.0,0.0,1992.2,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,69.8,0.0,0.0,0.0,1.0,0.0,0.0,69.8,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,94.3,0.0,0.0,0.0,1.0,0.0,0.0,1948.35,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,93.8,0.0,0.0,0.0,1.0,0.0,0.0,4750.95,1.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,19.55,1.0,1.0,1.0,0.0,1.0,1.0,1007.9,0.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,95.95,0.0,0.0,1.0,0.0,0.0,0.0,5036.9,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,101.05,0.0,0.0,0.0,1.0,0.0,0.0,2391.8,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,94.8,0.0,0.0,0.0,1.0,0.0,0.0,6859.05,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,107.75,0.0,0.0,1.0,1.0,0.0,0.0,6521.9,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,54.6,0.0,0.0,1.0,1.0,0.0,0.0,617.85,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,71.3,0.0,0.0,0.0,1.0,0.0,0.0,157.75,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,19.5,1.0,1.0,1.0,1.0,1.0,1.0,516.3,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,56.3,0.0,0.0,1.0,1.0,0.0,0.0,2364.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,94.7,0.0,0.0,0.0,1.0,0.0,0.0,1687.95,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,104.15,0.0,0.0,0.0,1.0,0.0,0.0,7689.95,1.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,1.0,0.0,90.55,0.0,0.0,0.0,1.0,0.0,0.0,6239.05,0.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,60.8,0.0,0.0,1.0,1.0,0.0,0.0,2042.05,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,98.8,0.0,0.0,0.0,1.0,0.0,0.0,2807.1,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,98.15,0.0,0.0,1.0,1.0,0.0,0.0,4116.8,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,35.35,0.0,0.0,1.0,0.0,0.0,0.0,1317.95,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,103.15,0.0,0.0,1.0,1.0,0.0,0.0,4594.65,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,107.75,0.0,0.0,1.0,1.0,0.0,0.0,6332.75,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,81.4,0.0,0.0,1.0,0.0,0.0,0.0,3213.75,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,61.45,0.0,0.0,0.0,0.0,0.0,0.0,229.55,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,95.7,0.0,0.0,1.0,1.0,0.0,0.0,4976.15,1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,104.8,0.0,0.0,1.0,1.0,0.0,0.0,7308.95,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,70.95,0.0,0.0,1.0,1.0,0.0,0.0,4555.2,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,44.95,0.0,0.0,0.0,1.0,0.0,0.0,44.95,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,97.65,0.0,0.0,1.0,1.0,0.0,0.0,6982.5,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,35.65,0.0,0.0,0.0,1.0,0.0,0.0,1025.15,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,90.55,0.0,0.0,0.0,1.0,0.0,0.0,90.55,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,85.25,0.0,0.0,0.0,1.0,0.0,0.0,5714.2,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,19.5,1.0,1.0,0.0,1.0,1.0,1.0,19.5,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,88.8,0.0,0.0,0.0,1.0,0.0,0.0,2274.35,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,25.1,1.0,1.0,0.0,1.0,1.0,1.0,789.55,0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0,100.05,0.0,0.0,0.0,1.0,0.0,0.0,4834.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,55.7,0.0,0.0,0.0,0.0,0.0,0.0,3131.8,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,1.0,0.0,0.0,602.55,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,91.15,0.0,0.0,0.0,1.0,0.0,0.0,3369.25,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,83.85,0.0,0.0,0.0,1.0,0.0,0.0,2674.15,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,45.9,0.0,0.0,0.0,1.0,0.0,0.0,199.75,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,25.1,1.0,1.0,0.0,1.0,1.0,1.0,1790.8,0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,91.4,0.0,0.0,0.0,1.0,0.0,0.0,449.75,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,19.7,1.0,1.0,0.0,0.0,1.0,1.0,19.7,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,91.5,0.0,0.0,0.0,1.0,0.0,0.0,1400.3,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,51.3,0.0,0.0,0.0,1.0,0.0,0.0,411.6,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,21.1,1.0,1.0,1.0,0.0,1.0,1.0,741.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,104.75,0.0,0.0,0.0,0.0,0.0,0.0,5841.35,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,106.15,0.0,0.0,0.0,1.0,0.0,0.0,4512.7,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,85.75,0.0,0.0,0.0,1.0,0.0,0.0,5688.45,1.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,20.3,1.0,1.0,1.0,0.0,1.0,1.0,31.9,0.0,1.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,100.75,0.0,0.0,1.0,1.0,0.0,0.0,6674.65,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,74.15,0.0,0.0,0.0,1.0,0.0,0.0,1345.75,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,78.55,0.0,0.0,1.0,1.0,0.0,0.0,1843.05,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,45.3,0.0,0.0,0.0,1.0,0.0,0.0,196.95,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,1.0,19.85,1.0,1.0,0.0,0.0,1.0,1.0,1433.8,0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,50.7,0.0,0.0,0.0,0.0,0.0,0.0,214.55,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,865.85,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,77.8,0.0,0.0,0.0,0.0,0.0,0.0,1358.6,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,83.45,0.0,0.0,0.0,1.0,0.0,0.0,3147.15,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,73.25,0.0,0.0,0.0,1.0,0.0,0.0,131.05,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,94.8,0.0,0.0,1.0,0.0,0.0,0.0,4535.85,1.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,20.1,1.0,1.0,0.0,0.0,1.0,1.0,1078.75,0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,59.9,0.0,0.0,0.0,0.0,0.0,0.0,542.4,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,90.1,0.0,0.0,1.0,1.0,0.0,0.0,2312.55,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,51.05,0.0,0.0,0.0,1.0,0.0,0.0,415.05,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,70.95,0.0,0.0,1.0,1.0,0.0,0.0,3250.45,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,98.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,46.6,0.0,0.0,0.0,1.0,0.0,0.0,87.9,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,85.35,0.0,0.0,0.0,1.0,0.0,0.0,754.65,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,75.35,0.0,0.0,0.0,1.0,0.0,0.0,75.35,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,74.3,0.0,0.0,0.0,0.0,0.0,0.0,1952.25,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,69.3,0.0,0.0,0.0,1.0,0.0,0.0,153.8,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,75.2,0.0,0.0,0.0,1.0,0.0,0.0,3198.6,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,20.9,1.0,1.0,0.0,0.0,1.0,1.0,20.9,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,94.3,0.0,0.0,1.0,1.0,0.0,0.0,5610.15,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,76.45,0.0,0.0,0.0,1.0,0.0,0.0,4519.5,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,1.0,1.0,0.0,0.0,2440.25,0.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,104.25,0.0,0.0,1.0,1.0,0.0,0.0,6860.6,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,19.95,1.0,1.0,0.0,0.0,1.0,1.0,1377.7,0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,24.95,0.0,0.0,0.0,1.0,0.0,0.0,190.25,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,84.75,0.0,0.0,0.0,1.0,0.0,0.0,1651.95,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,19.75,1.0,1.0,0.0,0.0,1.0,1.0,78.3,0.0,1.0,0.0,0.0,1.0
0.0,1.0,0.0,1.0,0.0,113.65,0.0,0.0,0.0,1.0,0.0,0.0,7939.25,1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,44.9,0.0,0.0,0.0,1.0,0.0,0.0,44.9,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,75.25,0.0,0.0,0.0,1.0,0.0,0.0,576.7,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,24.6,1.0,1.0,0.0,0.0,1.0,1.0,1279.0,0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1260.7,0.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,1.0,20.95,1.0,1.0,0.0,0.0,1.0,1.0,267.35,0.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,110.6,0.0,0.0,0.0,1.0,0.0,0.0,6586.85,1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,55.5,0.0,0.0,0.0,1.0,0.0,0.0,934.15,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,43.3,0.0,0.0,0.0,1.0,0.0,0.0,123.65,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,109.5,0.0,0.0,1.0,1.0,0.0,0.0,7534.65,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,19.45,1.0,1.0,0.0,0.0,1.0,1.0,19.45,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,84.85,0.0,0.0,0.0,1.0,0.0,0.0,3645.6,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,19.6,1.0,1.0,0.0,0.0,1.0,1.0,314.45,0.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,53.45,0.0,0.0,1.0,0.0,0.0,0.0,3053.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,19.8,1.0,1.0,1.0,0.0,1.0,1.0,677.05,0.0,1.0,0.0,0.0,1.0
0.0,1.0,0.0,1.0,0.0,112.1,0.0,0.0,0.0,0.0,0.0,0.0,7965.95,1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,84.8,0.0,0.0,0.0,1.0,0.0,0.0,906.85,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,95.05,0.0,0.0,0.0,1.0,0.0,0.0,4888.7,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,50.35,0.0,0.0,0.0,0.0,0.0,0.0,237.25,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,74.6,0.0,0.0,0.0,1.0,0.0,0.0,74.6,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,19.7,1.0,1.0,0.0,1.0,1.0,1.0,342.4,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,74.2,0.0,0.0,0.0,1.0,0.0,0.0,140.1,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,69.0,0.0,0.0,0.0,1.0,0.0,0.0,1108.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,19.35,1.0,1.0,1.0,0.0,1.0,1.0,295.55,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,59.45,0.0,0.0,0.0,1.0,0.0,0.0,892.65,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,19.8,1.0,1.0,1.0,1.0,1.0,1.0,198.25,0.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,1.0,0.0,105.2,0.0,0.0,1.0,1.0,0.0,0.0,4822.85,1.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,109.2,0.0,0.0,0.0,1.0,0.0,0.0,6741.15,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,79.15,0.0,0.0,0.0,1.0,0.0,0.0,79.15,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,53.65,0.0,0.0,1.0,0.0,0.0,0.0,1355.45,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,100.2,0.0,0.0,0.0,0.0,0.0,0.0,7209.0,1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,45.15,0.0,0.0,0.0,1.0,0.0,0.0,438.4,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,108.65,0.0,0.0,0.0,1.0,0.0,0.0,7726.35,1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,40.65,0.0,0.0,0.0,0.0,0.0,0.0,2070.75,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,55.35,0.0,0.0,1.0,1.0,0.0,0.0,1636.95,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,105.6,0.0,0.0,0.0,0.0,0.0,0.0,7581.5,1.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,93.8,0.0,0.0,0.0,0.0,0.0,0.0,3019.5,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,95.7,0.0,0.0,0.0,1.0,0.0,0.0,4729.75,1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,83.2,0.0,0.0,0.0,0.0,0.0,0.0,6126.1,0.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,1.0,0.0,90.05,0.0,0.0,0.0,0.0,0.0,0.0,6333.4,0.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,1.0,0.0,97.65,0.0,0.0,1.0,0.0,0.0,0.0,6687.85,1.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,68.05,0.0,0.0,0.0,1.0,0.0,0.0,4158.25,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,96.2,0.0,0.0,0.0,1.0,0.0,0.0,3183.4,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,79.6,0.0,0.0,0.0,1.0,0.0,0.0,79.6,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,102.1,0.0,0.0,0.0,1.0,0.0,0.0,7149.35,1.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,23.4,1.0,1.0,0.0,0.0,1.0,1.0,1429.65,0.0,1.0,0.0,1.0,1.0
